6.697843566085157629e-01,2.534873073248639845e-26
1.201876932815581611e+00,1.300465614635931983e-25
2.156676469645430583e+00,5.124128025294421875e-25
3.869991400721874975e+00,8.631070152207201845e-25
6.944404342726255841e+00,9.421049893659366499e-26
1.246120383272164567e+01,1.532870415036797960e-30
2.236067966337277824e+01,1.189417543220108079e-47
4.012453385081730772e+01,1.950836774209731351e-104
7.200041505815924836e+01,5.669183740559206949e-289
1.291992522036890705e+02,0.000000000000000000e+00
2.318382019952101132e+02,0.000000000000000000e+00
4.160159674889891335e+02,0.000000000000000000e+00
7.465089174965913799e+02,0.000000000000000000e+00
